砦			隣接同盟								隣接君主								★								
砦	★	制圧	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	
北東砦76(25,766)	3	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	牛人間	牛人間	牛人間	牛人間	牛人間	エカテリーナ	牛人間	牛人間	3	4	5	3	6	1	4	0
北東砦89(43,748)	3	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	牛人間	牛人間	牛人間	エカテリーナ	エカテリーナ	牛人間	牛人間	エカテリーナ	5	3	8	2	2	2	2	1
北東砦88(42,702)	2	-	Mabuhay！！		武威参同盟	Mabuhay！！	Mabuhay！！	武威参同盟	Mabuhay！！	武威参同盟	おやつ		STM	おやつ	おやつ	冥王レイリー	おやつ	冥王レイリー	1	8	3	3	4	4	4	1
北東砦87(43,661)	1	替天行道総本部																	6	5	2	2	5	3	6	4
北東砦73(24,642)	3	-	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	あまのっち	だめぽ	あまのっち	だめぽ	あまのっち	あまのっち	あまのっち	あまのっち	1	2	4	4	2	3	2	3
北東砦86(42,617)	1	-	夜魔	夜魔	夜魔	夜魔	夜魔	夜魔	夜魔	夜魔	夜魔	夜魔	夜魔	ふしぎ	ふしぎ	夜魔	夜魔	夜魔	2	2	4	1	2	3	5	4
北東砦85(41,575)	3	-	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	玉依	さと	さと	さと	おやつ	さと	しゅぴ	さと	1	5	2	4	3	3	1	6
北東砦84(44,524)	1	-																	1	3	3	7	3	5	1	4
北東砦70(24,502)	3	-																	1	7	2	3	3	2	2	3
北東砦83(43,483)	1	-																	3	1	3	4	2	3	3	2
北東砦82(40,437)	1	-								FOXHOUDN								ハッピーパウダー	3	5	3	2	5	1	3	1
北東砦81(43,399)	3	-								FOXHOUDN								yoyo	1	8	2	1	2	4	3	3
北東砦80(40,349)	5	-			FOXHOUDN		FOXHOUDN			FOXHOUDN			el-falcon		el-falcon			el-falcon	3	4	2	2	2	3	1	2
北東砦79(44,304)	1	-		FOXHOUDN								ムリエンテス							3	1	3	4	3	4	4	1
北東砦77(44,222)	2	-	替天行道総本部		替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部		誠清		誠清	もちぐま	誠清	もちぐま	誠清		4	5	3	0	4	2	3	6
北東砦8(24,175)	2	-																	3	4	1	3	3	1	1	1
北東砦6(25,132)	3	-																	3	5	2	2	1	3	1	3
北東砦14(40,129)	4	-																	5	1	2	3	2	3	1	5
北東砦5(24,109)	3	-																	2	4	6	3	2	1	1	4
北東砦12(42,87)	1	-																	5	2	2	3	7	6	4	6
北東砦13(43,107)	3	-																	2	4	1	4	1	4	4	3
北東砦11(41,64)	3	-																	3	7	1	8	3	2	2	2
北東砦9(41,19)	1	-	それいけヨシヒコ								ぼーぼーｂ								2	6	5	3	3	5	3	1
南東砦1(25,-4)	2	-				それいけヨシヒコ								グアルディオラ					5	1	5	3	2	3	4	5
南東砦14(42,-25)	3	-								それいけヨシヒコ								Lidel	3	3	4	5	2	6	3	1
南東砦15(40,-41)	1	-																	2	2	2	5	4	6	3	1
南東砦9(26,-85)	3	-																	2	3	1	3	5	1	4	2
南東砦17(42,-90)	3	-								それいけヨシヒコ								とものり	7	1	1	4	2	4	7	2
南東砦19(42,-131)	5	-								それいけヨシヒコ								とものり	1	3	7	2	2	6	1	1
南東砦12(24,-158)	2	-																	4	2	5	2	1	2	5	1
南東砦20(41,-156)	5	-																	2	6	2	2	4	1	2	3
南東砦82(43,-220)	3	-																	4	3	2	4	3	5	5	2
南東砦86(42,-398)	2	-					それいけヨシヒコ	それいけヨシヒコ							あいくん	1117			4	3	3	2	2	4	4	7
南東砦87(42,-441)	5	-					それいけヨシヒコ								李鴻章				4	2	3	3	2	1	3	1
南東砦88(41,-488)	3	-					それいけヨシヒコ								苦しゅうない♪				1	4	4	1	2	5	1	5
南東砦89(41,-532)	2	-		それいけヨシヒコ								ジュンちゃん							4	2	4	6	6	4	4	5
南東砦77(24,-592)	5	-	クエクリ南東	それいけヨシヒコ		クエクリ南東	クエクリ南東	クエクリ南東	クエクリ南東	クエクリ南東	ぽて	ちゃるる		ぽて	ぽて	ぽて	ぽて	ぽて	4	6	7	6	5	2	3	1
南東砦93(41,-701)	3	それいけヨシヒコ				それいけヨシヒコ								テゼレット					4	5	2	2	4	7	3	1
南東砦80(26,-722)	2	それいけヨシヒコ		それいけヨシヒコ	それいけヨシヒコ							gonbo	野菜						7	4	2	6	3	2	6	5
南東砦94(41,-749)	2	それいけヨシヒコ	それいけヨシヒコ						それいけヨシヒコ		野菜						gonbo		3	4	2	4	2	2	3	3
北東砦75(22,727)	5	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	牛人間	牛人間	牛人間	牛人間	エカテリーナ	牛人間	牛人間	牛人間	4	5	5	5	2	3	3	2
北東砦662(4,701)	2	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部		替天行道総本部	替天行道総本部		牛人間	牛人間	牛人間	牛人間		牛人間	牛人間		2	1	2	3	1	2	2	2
北東砦74(19,681)	2	-	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	ももあき	8番ラー??	ももあき	ももあき	ももあき	ももあき	8番ラー??	ももあき	4	3	4	3	1	7	3	4
北東砦72(22,590)	5	-	ロックな同盟	ロックな同盟	ロックな同盟	ロックな同盟	ロックな同盟	ロックな同盟	ロックな同盟	ロックな同盟	☆ヒロ☆	☆ヒロ☆	☆ヒロ☆	☆ヒロ☆	☆ヒロ☆	☆ヒロ☆	☆ヒロ☆	☆ヒロ☆	4	3	3	1	2	3	2	3
北東砦71(21,546)	5	-	Mabuhay！！	Mabuhay！！	Mabuhay！！				Mabuhay！！	Mabuhay！！	mono	まりあ姫	まりあ姫				たけち～	おやつ	9	1	2	2	3	2	1	3
北東砦69(21,460)	1	-																	2	2	2	1	1	2	1	3
北東砦68(23,418)	1	-																	1	2	5	2	2	6	2	1
北東砦67(20,371)	1	-			FOXHOUDN			FOXHOUDN					Shibainu			Shibainu			1	7	1	7	5	2	4	7
北東砦658(4,350)	4	-				FOXHOUDN	FOXHOUDN			FOXHOUDN				yoyo	yoyo			yoyo	3	5	4	1	2	3	4	2
北東砦66(22,330)	1	-																	2	2	4	2	3	1	3	1
北東砦65(20,286)	5	-	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	ru55cyo	ru55cyo	ru55cyo	ru55cyo	ru55cyo	ru55cyo	ru55cyo	ru55cyo	2	1	5	2	4	1	1	1
北東砦64(20,244)	4	-																	2	2	7	2	5	5	2	2
北東砦63(20,201)	2	-																	4	4	1	5	1	2	2	5
北東砦645(4,150)	5	-																	2	1	1	9	4	1	3	5
北東砦7(20,152)	1	-																	4	3	2	6	2	3	4	7
北東砦644(3,89)	3	-																	3	1	6	1	4	3	4	6
北東砦4(20,88)	1	-																	2	1	3	3	5	3	3	3
北東砦3(19,66)	1	-							それいけヨシヒコ								☆月★		2	6	3	4	7	4	2	2
北東砦2(18,40)	3	-						それいけヨシヒコ								☆月★			3	4	2	1	5	1	5	6
北東砦1(18,18)	1	-								それいけヨシヒコ								ぼーぼーｂ	2	3	2	3	2	4	3	2
南東砦6(20,-19)	1	-						それいけヨシヒコ								マサ☆			2	2	9	2	4	3	2	6
南東砦7(19,-41)	2	-							それいけヨシヒコ								マサ☆		4	1	2	2	2	5	1	1
南東砦8(19,-67)	1	-																	3	2	5	5	5	4	2	4
南東砦10(20,-113)	1	-																	2	6	2	3	2	1	2	4
南東砦11(20,-128)	1	-																	2	3	2	1	2	5	3	2
南東砦13(21,-179)	3	-																	1	6	2	1	5	2	4	2
南東砦68(19,-200)	1	-																	4	1	2	5	7	4	3	5
南東砦69(21,-245)	2	-																	2	2	6	2	3	2	4	3
南東砦70(21,-288)	1	-				それいけヨシヒコ								マサ☆					1	1	6	1	5	2	5	4
南東砦71(21,-331)	1	-				それいけヨシヒコ								ハンター錠二					6	9	3	2	2	1	2	4
南東砦72(20,-375)	4	-				それいけヨシヒコ			それいけヨシヒコ					名簿屋			はる		3	6	6	2	4	3	2	3
南東砦73(21,-414)	2	-								それいけヨシヒコ								あいくん	1	1	4	4	1	4	3	3
南東砦74(18,-461)	3	-		それいけヨシヒコ								李鴻章							2	2	5	2	5	1	4	4
南東砦645(4,-488)	2	-							それいけヨシヒコ								李鴻章		2	4	7	2	1	3	2	2
南東砦75(23,-509)	4	-			それいけヨシヒコ								苦しゅうない♪						2	6	3	3	4	2	5	1
南東砦76(23,-552)	2	-			それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ			ジュンちゃん	ジュンちゃん	ジュンちゃん	ジュンちゃん	ジュンちゃん	ジュンちゃん	6	5	4	3	2	2	4	2
南東砦78(22,-639)	1	それいけヨシヒコ	すーるすとろみんぐ			それいけヨシヒコ		りさ園			KYO伯約			ぢーす		ゆたん			1	1	8	1	4	4	6	2
南東砦79(20,-682)	2	それいけヨシヒコ			それいけヨシヒコ		それいけヨシヒコ		それいけヨシヒコ				牛タン		牛タン		牛タン		1	2	4	2	4	1	6	3
南東砦647(3,-746)	2	ふりむけば百熊。	ふりむけば百熊。					それいけヨシヒコ			Gary					野菜			1	2	5	1	4	1	4	5
南東砦81(20,-773)	2	それいけヨシヒコ		それいけヨシヒコ	それいけヨシヒコ							gonbo	野菜						4	0	3	3	6	2	4	3
北西砦9(-3,745)	1	-	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	ももあき	ももあき	ももあき	ももあき	ばね	ももあき	ももあき	ももあき	2	3	4	4	2	1	3	2
北西砦84(-18,728)	3	-	マリオでいーっすか			マリオでいーっすか			マリオでいーっすか		きっこりぃ			ラスタ			きっこりぃ		3	5	6	1	6	4	2	4
北西砦83(-18,683)	3	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	るー	るー	るー	るー	るー	るー	すいち	るー	5	2	1	6	2	3	3	4
北東砦661(2,657)	1	替天行道総本部					大家族	替天行道総本部		万連×蒼風×KJT龍					ドリーム７Ｊｒ	ほまれ寿司		酔仙	5	4	2	6	1	8	5	6
北東砦660(1,614)	3	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	7days	7days	7days	7days	7days	7days	7days	7days	4	2	4	4	7	1	4	2
北西砦80(-18,550)	4	-																	4	4	1	5	4	2	2	5
北西砦8(-4,568)	2	-	武威参同盟	武威参同盟			武威参同盟			武威参同盟	サムライMK-Ⅱ	サムライMK-Ⅱ			サムライMK-Ⅱ			サムライMK-Ⅱ	1	3	1	1	4	2	2	4
北西砦7(-3,525)	4	-																	3	3	2	1	2	4	2	5
北西砦79(-18,502)	1	-																	2	2	3	5	2	2	2	5
北東砦659(1,487)	1	-																	1	3	2	1	3	4	1	3
北西砦6(-1,437)	3	-																	5	4	1	3	5	2	3	4
北西砦5(-3,392)	2	-																	1	5	5	2	2	1	1	1
下邳(0,300)	7	-						FOXHOUDN		FOXHOUDN						ムリエンテス		ru55cyo	9	8	7	3	6	3	3	3
北東砦657(0,268)	1	-	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN		FOXHOUDN	FOXHOUDN	FOXHOUDN	ムリエンテス	ムリエンテス	ムリエンテス	ru55cyo		ru55cyo	ムリエンテス	ru55cyo	5	1	4	1	7	1	4	1
北西砦4(-4,219)	3	-																	3	3	5	2	3	4	3	5
北東砦646(1,173)	2	-																	1	3	1	2	2	3	7	4
北西砦16(-18,151)	5	-																	5	5	3	2	2	2	6	6
北西砦15(-18,136)	2	-																	4	7	2	3	3	3	3	3
北西砦3(-2,132)	1	-																	2	3	4	5	3	2	2	4
北西砦2(-2,109)	3	-																	2	6	1	3	6	1	6	3
北東砦643(0,65)	1	-					それいけヨシヒコ								☆月★				4	3	6	2	0	1	6	5
北東砦642(1,42)	1	-						それいけヨシヒコ								☆月★			2	1	6	3	2	2	2	2
北西砦1(-4,23)	2	-							それいけヨシヒコ								☆月★		4	1	3	1	1	4	0	7
洛陽(0,0)	9	-	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	ごるび～	酩酊サウザー	酩酊サウザー	酩酊サウザー	陽炎	酩酊サウザー	酩酊サウザー	酩酊サウザー	1	0	3	4	1	6	3	9
南西砦641(-3,-23)	4	-																	4	2	1	5	4	3	1	4
南東砦642(1,-43)	5	-																	6	5	4	1	1	2	1	3
南西砦642(0,-70)	2	-																	4	1	3	4	2	5	1	5
南西砦643(-2,-89)	1	-																	1	4	4	1	3	2	3	5
南西砦644(-1,-113)	5	-																	1	6	3	3	4	4	2	1
南西砦645(-3,-129)	1	-																	3	1	4	6	8	4	2	6
南西砦646(-3,-157)	5	-																	2	2	3	2	4	2	4	3
南西砦647(-4,-174)	1	-																	4	4	2	2	1	1	3	1
南西砦63(-18,-202)	2	-																	4	2	2	1	2	4	4	3
南東砦643(2,-224)	2	-				それいけヨシヒコ								HighRoad					3	1	2	3	2	3	4	5
南西砦655(0,-261)	3	-					それいけヨシヒコ								名簿屋				1	6	3	3	3	3	5	1
雲南(0,-300)	7	-	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ			それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	みなぎるココア	みなぎるココア	みなぎるココア			みなぎるココア	みなぎるココア	みなぎるココア	9	1	7	4	9	3	8	8
南東砦644(2,-349)	1	-		それいけヨシヒコ			それいけヨシヒコ					ビュウ			あしゅ				5	3	1	4	2	2	2	3
南西砦656(0,-397)	1	-			それいけヨシヒコ								とる猫						3	7	3	3	5	1	3	4
南西砦657(-4,-442)	3	-		それいけヨシヒコ					それいけヨシヒコ			スイミー					スイミー		4	2	5	2	4	5	5	2
南西砦658(0,-528)	4	-						それいけヨシヒコ								苦しゅうない♪			1	5	3	1	1	2	3	5
南西砦659(-1,-572)	1	-		それいけヨシヒコ						ネコ☆ネコ		ジュンちゃん						ネコ☆ネコ	2	2	4	4	8	6	3	3
南東砦646(2,-620)	3	-						それいけヨシヒコ								ぢーす			1	2	2	2	2	5	1	4
南西砦660(0,-657)	1	ふりむけば百熊。																	4	1	4	1	1	5	2	5
南西砦661(0,-705)	1	ふりむけば百熊。																	4	1	4	4	3	4	6	7
北西砦85(-26,773)	2	-	マリオでいーっすか				マリオでいーっすか		マリオでいーっすか		レーヴェ				きっこりぃ		レーヴェ		1	4	1	2	2	4	2	3
北西砦82(-19,642)	2	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	trueno	ひでとら	ひでとら	ひでとら	ひでとら	ひでとら	ひでとら	ひでとら	4	3	3	1	3	5	6	1
北西砦81(-22,595)	1	-	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ひろひろひろ	ひろひろひろ	ひろひろひろ	ひろひろひろ	ひろひろひろ	ひろひろひろ	ひろひろひろ	ひろひろひろ	2	2	1	1	3	3	3	6
北西砦78(-19,460)	1	-																	1	1	2	4	3	2	4	7
北西砦77(-24,417)	3	-																	4	2	5	1	4	3	6	1
北西砦76(-23,375)	1	-																	1	1	2	2	1	3	4	1
北西砦75(-23,330)	2	-																	4	7	3	2	2	1	1	2
北西砦74(-22,287)	2	-			ねこぱんち								りょうまセブン						8	6	1	2	7	5	6	2
北西砦73(-23,238)	4	-																	2	4	2	3	5	7	3	2
北西砦72(-21,197)	2	-																	5	6	2	7	5	6	1	3
北西砦17(-26,179)	1	-																	2	2	2	3	2	4	2	1
北西砦14(-20,114)	1	-																	1	3	4	3	2	4	2	1
北西砦13(-20,92)	4	-																	2	5	5	2	3	1	5	8
北西砦12(-26,65)	2	-		それいけヨシヒコ			それいけヨシヒコ		それいけヨシヒコ			とる猫			とる猫		とる猫		3	1	6	2	3	1	2	4
北西砦11(-22,48)	2	-		それいけヨシヒコ			それいけヨシヒコ			それいけヨシヒコ		とる猫			グアルディオラ			とる猫	3	1	2	7	2	5	5	3
北西砦10(-19,24)	3	-								それいけヨシヒコ								Lidel	5	2	2	3	5	5	1	2
南西砦637(-25,-3)	5	-				それいけヨシヒコ								えりおら					4	4	6	2	1	2	3	1
南西砦1(-21,-23)	4	-																	1	2	2	2	5	5	5	4
南西砦2(-24,-46)	1	-																	2	3	3	2	4	1	5	3
南西砦3(-26,-68)	1	-																	3	4	3	4	4	1	3	4
南西砦4(-22,-86)	2	-																	6	4	3	5	3	6	4	2
南西砦5(-21,-110)	2	-																	1	5	4	3	1	3	5	5
南西砦6(-20,-132)	1	-																	3	6	5	1	2	1	1	4
南西砦7(-19,-151)	1	-				それいけヨシヒコ								李鴻章					4	5	4	2	1	4	3	4
南西砦8(-19,-175)	1	-																	2	4	2	4	2	3	2	4
南西砦64(-22,-246)	4	-				それいけヨシヒコ								HighRoad					4	3	1	0	4	2	4	5
南西砦65(-22,-289)	2	-	それいけヨシヒコ								名簿屋								2	1	1	3	2	4	5	2
南西砦66(-19,-331)	5	-		それいけヨシヒコ								あしゅ							3	2	6	2	6	5	1	2
南西砦67(-22,-377)	1	-						それいけヨシヒコ		それいけヨシヒコ						たまねぎ剣士		たまねぎ剣士	3	4	3	2	3	6	2	3
南西砦68(-19,-422)	2	-							それいけヨシヒコ								とる猫		6	1	1	1	6	1	2	3
南西砦69(-26,-465)	5	-						それいけヨシヒコ								あいくん			1	2	6	5	5	1	2	2
南西砦70(-22,-505)	2	-				それいけヨシヒコ								李鴻章					2	7	2	9	2	2	5	3
南西砦71(-24,-548)	4	-		ふりむけば百熊。					ふりむけば百熊。			ノブ・ガルシア					Gary		3	0	4	4	4	3	1	2
南西砦72(-22,-593)	2	ふりむけば百熊。		ふりむけば百熊。								Gary							3	2	5	1	2	4	4	3
南西砦73(-20,-638)	1	-	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	れいなっきぃ	れいなっきぃ	れいなっきぃ	雲古	べん	kimi	れいなっきぃ	雲古	5	1	2	5	2	1	3	2
南西砦74(-22,-683)	4	ふりむけば百熊。	FN	FN	FN						シロ☆	シロ☆	ジャジ						2	3	1	2	3	2	1	2
南西砦75(-26,-726)	2	ふりむけば百熊。		ふりむけば百熊。								きんた							3	1	2	2	3	4	1	2
南西砦76(-22,-770)	2	-							ふりむけば百熊。								たけたけでん		4	2	3	2	3	3	2	3
北西砦98(-46,749)	5	-																	1	4	4	2	3	1	3	2
北西砦97(-41,702)	1	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	ほ～れ	ほ～れ	ほ～れ	すいち	斗馬	ほ～れ	ほ～れ	ほ～れ	2	8	2	2	2	2	2	1
北西砦96(-48,664)	3	-	帝撃				ねこぱんち		ねこぱんち	ねこぱんち	noeliam				わんわん2号		ゑゑゑ	Pit	9	4	2	4	2	1	3	0
北西砦95(-40,619)	1	-	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	うぃるそん	うぃるそん	うぃるそん	うぃるそん	うぃるそん	うぃるそん	うぃるそん	うぃるそん	1	5	3	1	5	5	3	3
北西砦94(-46,569)	2	-																	1	1	2	2	3	1	3	3
北西砦93(-47,524)	4	-																	4	3	1	4	2	1	1	4
北西砦92(-47,481)	1	-																	1	2	1	4	1	1	8	1
北西砦91(-43,439)	1	-																	3	3	3	2	1	2	2	2
北西砦90(-42,396)	1	-																	5	2	2	1	5	1	2	4
北西砦89(-44,348)	2	-																	3	5	4	2	3	5	1	3
北西砦88(-40,312)	1	-																	1	3	2	3	1	6	7	3
北西砦87(-48,263)	1	-																	2	2	3	4	2	1	2	1
北西砦86(-44,216)	1	-																	6	3	3	2	6	4	1	6
北西砦25(-46,176)	3	-																	2	3	4	3	2	1	2	5
北西砦24(-47,154)	3	-																	6	6	3	2	3	4	5	1
北西砦23(-47,134)	3	-																	1	5	5	2	4	3	3	1
北西砦22(-46,112)	1	-																	8	3	4	3	4	2	1	3
